,UniprotID,GeneName,Schirmer_2003,Korfali_2010,Wilkie_2010,Korfali_2012,Korfali_2012_NE:MM-ratio,Cheng_2019,Cheng_2019_Score:Undiff,Cheng_2019_Score:Adipo,Cheng_2019_Score:Myo,#ProteomePapers,HPA,HPA_reliability,HPA_loc,Results,Uniprot_NEorER,Uniprot_subcell
179,Q6ZV29,PNPLA7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q6ZV29', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'A2AJ88'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'A2AJ88'}], 'value': 'Single-pass type III membrane protein', 'id': 'SL-9907'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'A2AJ88'}], 'value': 'Lipid droplet', 'id': 'SL-0154'}}]}]}",1.0,"Endoplasmic reticulum membrane, Lipid droplet"
182,A6NMS7,LRRC37A,0.0,0.0,1.0,1.0,1.41,0.0,0.0,0.0,0.0,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'A6NMS7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",0.0,Membrane
184,Q9BXJ8,TMEM120A,0.0,0.0,0.0,1.0,inf,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9BXJ8', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8C1E7'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8C1E7'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Cell membrane, Nucleus inner membrane"
186,P00533,EGFR,0.0,0.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P00533', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17182860'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17909029'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20674546'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27153536'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '2790960'}], 'value': 'In response to EGF, translocated from the cell membrane to the nucleus via Golgi and ER (PubMed:20674546, PubMed:17909029). Endocytosed upon activation by ligand (PubMed:2790960, PubMed:17182860, PubMed:27153536, PubMed:17909029). Colocalized with GPER1 in the nucleus of estrogen agonist-induced cancer-associated fibroblasts (CAF) (PubMed:20551055)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17182860'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20462955'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '23589287'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27153536'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '2790960'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27153536'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27153536'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'value': 'Nucleus membrane', 'id': 'SL-0182'}, 'topology': {'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17182860'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27153536'}], 'value': 'Endosome', 'id': 'SL-0101'}}, {'location': {'value': 'Endosome membrane', 'id': 'SL-0100'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17115032'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17909029'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20551055'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20674546'}], 'value': 'Nucleus', 'id': 'SL-0191'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 2', 'subcellularLocations': [{'location': {'value': 'Secreted', 'id': 'SL-0243'}}]}]}",1.0,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Nucleus membrane, Endosome, Endosome membrane, Nucleus, Secreted"
190,Q9UN42,ATP1B4,0.0,0.0,0.0,1.0,inf,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9UN42', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14656723'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17592128'}], 'value': 'Detected in nuclear envelops'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",1.0,Nucleus inner membrane
191,Q9Y2G8,DNAJC16,0.0,0.0,0.0,1.0,1.16,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9Y2G8', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32492081'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass type IV membrane protein', 'id': 'SL-9908'}}]}]}",1.0,Endoplasmic reticulum membrane
193,P21817,RYR1,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P21817', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P11716'}], 'value': 'The number of predicted transmembrane domains varies between orthologs. Both N-terminus and C-terminus are cytoplasmic'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '7556644'}], 'value': 'Sarcoplasmic reticulum membrane', 'id': 'SL-0241'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Sarcoplasmic reticulum membrane
198,P19634,SLC9A1,0.0,0.0,0.0,1.0,0.06,1.0,0.516807202143892,0.1876476048539519,0.0722692698256257,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P19634', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19369449'}], 'value': 'Localized basolaterally in every epithelial cell, except in the choroid plexus where SLC9A1 is expressed luminally'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14680478'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15035633'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15677483'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17073455'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32130622'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '34108458'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '34108458'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P48762'}], 'value': 'Basolateral cell membrane', 'id': 'SL-0026'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '34108458'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,"Cell membrane, Basolateral cell membrane"
199,Q14571,ITPR2,0.0,0.0,0.0,1.0,1.49,1.0,0.4003512447604254,0.4057777573385781,0.5682873508709584,2.0,1,Supported,Nucleus: Uncertain;Endoplasmic reticulum: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q14571', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Endoplasmic reticulum membrane
200,Q9BSJ8,FAM62A,0.0,0.0,0.0,1.0,2.02,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9BSJ8', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22250200'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29469807'}], 'value': 'Localizes primarily to the endoplasmic reticulum (PubMed:29469807). Recruited to sites of contact between the endoplasmic reticulum and the cell membrane in response to increased cytosolic calcium levels (PubMed:29469807, PubMed:22250200)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29469807'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29469807'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29469807'}], 'value': 'Peripheral membrane protein', 'id': 'SL-9903'}}]}]}",1.0,"Endoplasmic reticulum membrane, Cell membrane"
201,Q96A57,C20orf30,0.0,0.0,0.0,1.0,0.77,1.0,0.4171008722051511,0.1661308763030714,0.612214493099812,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96A57', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27270108'}], 'value': 'Golgi apparatus, trans-Golgi network', 'id': 'SL-0266'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27270108'}], 'value': 'Cytoplasmic vesicle, secretory vesicle, synaptic vesicle', 'id': 'SL-0259'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27270108'}], 'value': 'Early endosome', 'id': 'SL-0094'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27270108'}], 'value': 'Recycling endosome', 'id': 'SL-0232'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27270108'}], 'value': 'Late endosome', 'id': 'SL-0152'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27270108'}], 'value': 'Cytoplasmic vesicle, autophagosome', 'id': 'SL-0023'}}]}]}",0.0,"Membrane, Golgi apparatus, trans-Golgi network, Cytoplasmic vesicle, secretory vesicle, synaptic vesicle, Early endosome, Recycling endosome, Late endosome, Cytoplasmic vesicle, autophagosome"
203,Q9BVT8,TMUB1,0.0,0.0,0.0,1.0,0.24,0.0,0.0,0.0,0.0,1.0,1,Supported,Nucleoplasm: Supported;Cytosol: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9BVT8', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Postsynaptic cell membrane', 'id': 'SL-0219'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q53AQ4'}], 'value': 'Recycling endosome', 'id': 'SL-0232'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Nucleus', 'id': 'SL-0191'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Nucleus, nucleolus', 'id': 'SL-0188'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'iHOPS', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'iHOPS is proposed to be the shuttling form across different cellular compartments. XPO1-dependent exported from the nucleus in dividing cells. Predominantly nuclear during growth arrest'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q53AQ4'}, {'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'id': 'SL-0048'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Nucleus, nucleolus', 'id': 'SL-0188'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JMG3'}], 'value': 'Nucleus', 'id': 'SL-0191'}}]}]}",0.0,"Membrane, Postsynaptic cell membrane, Recycling endosome, Cytoplasm, Nucleus, Nucleus, nucleolus, Cytoplasm, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, Nucleus, nucleolus, Nucleus"
206,Q9NRP0,OSTC,0.0,0.0,0.0,1.0,2.12,1.0,0.4295375812214581,0.5007298723358352,0.3172598625513573,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NRP0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21768116'}], 'value': 'Endoplasmic reticulum', 'id': 'SL-0095'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum, Membrane"
209,Q96PC5,CTAGE5,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96PC5', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21525241'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21807889'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25202031'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '28442536'}], 'value': 'Localizes to endoplasmic reticulum exit sites (ERES), also known as transitional endoplasmic reticulum (tER)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21525241'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21807889'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25202031'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '28442536'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21807889'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,Endoplasmic reticulum membrane
211,Q7Z2K6,ERMP1,0.0,0.0,0.0,1.0,0.45,1.0,0.7097408498066597,0.4389990262405607,0.6379530657433937,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q7Z2K6', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q6UPR8'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
212,Q7Z3C6,ATG9A,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q7Z3C6', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16940348'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22456507'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27316455'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27663665'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29180427'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30262884'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '34432599'}], 'value': 'Mainly localizes to the trans-Golgi network (TGN) and the endosomal system; cycles between them though vesicle trafficking (PubMed:27316455, PubMed:27663665). Export from the TGN to promote formation of autophagosomes is mediated by the AP-4 complex (PubMed:29180427, PubMed:30262884). Under amino acid starvation or rapamycin treatment, redistributes to preautophagosomal structure/phagophore assembly site (PAS) (PubMed:16940348). The starvation-induced redistribution depends on ULK1, ATG13, as well as SH3GLB1 (PubMed:16940348). Upon autophagy induction, a small portion transiently localizes to the autophagic membranes (PubMed:22456507). Recruited to damaged mitochondria during mitophagy in a RIMOC1-dependent manner (PubMed:34432599)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18936157'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32073997'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33106659'}], 'value': 'Preautophagosomal structure membrane', 'id': 'SL-0221'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32610138'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33106659'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19910472'}], 'value': 'Cytoplasmic vesicle, autophagosome membrane', 'id': 'SL-0022'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32610138'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33106659'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16940348'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20124090'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21068542'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27316455'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27663665'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29180427'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33468622'}, {'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '34432599'}], 'value': 'Golgi apparatus, trans-Golgi network membrane', 'id': 'SL-0267'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32610138'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33106659'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16940348'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20124090'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22456507'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32513819'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33468622'}], 'value': 'Late endosome membrane', 'id': 'SL-0151'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32610138'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33106659'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22456507'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29437695'}], 'value': 'Recycling endosome membrane', 'id': 'SL-0231'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32610138'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33106659'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20124090'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27316455'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27663665'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32610138'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33106659'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '34432599'}], 'value': 'Mitochondrion membrane', 'id': 'SL-0171'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Preautophagosomal structure membrane, Cytoplasmic vesicle, autophagosome membrane, Golgi apparatus, trans-Golgi network membrane, Late endosome membrane, Recycling endosome membrane, Endoplasmic reticulum membrane, Mitochondrion membrane"
213,Q6DD88,ATLA3,0.0,0.0,0.0,1.0,0.36,1.0,0.3597822129142107,0.2440651637920776,0.5446527076160699,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q6DD88', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '23969831'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24459106'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27619977'}], 'value': 'Localizes to endoplasmic reticulum tubules and accumulates in punctuate structures corresponding to 3-way junctions, which represent crossing-points at which the tubules build a polygonal network'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18270207'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24459106'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27619977'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18270207'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24459106'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
